cited_by_count,avg_favourites_count,avg_statuses_count,avg_followers_count,author_id
24,3978,3008,1829,60389
224,19975,2951,136,60390
1213,2686,1420,591,60391
1,2686,1420,591,60392
1926,2919,1152,2473.499999999998,60393
20,2919,1152,2473.499999999998,60394
212,88,129,81,60395
1939,275,1064,342,60396
13,50,157,181,60397
316,6897,2784,1800,60398
141,6302,4625,1282,60399
1192,360,808,530,60400
879,7230,1064,632,60401
1476,3916,3787,2738,60402
379,10786.749999999998,2001.0000000000005,1692.7499999999995,60403
382,6321,4200,1849,60404
760,3253.000000000002,1527.499999999999,1065.499999999999,60405
4,3253.000000000002,1527.499999999999,1065.499999999999,60406
6080,4748,1749,1186,60407
7,2677,5130,840,60408
364,1746,2910,1001,60409
24442,3977.499999999999,5256,680,60410
54,3977.499999999999,5256,680,60411
244,6488,2723,922,60412
44,1244,780,1176,60413
757,3871,306,1172,60414
6196,1919,4780,14315,60415
6933,6009,4813,691,60416
176,4435,988,522,60417
151,644,3432,625,60418
5134,2005,729,434,60419
725,3309,1315,331,60420
175,4202,2948,471,60421
54,1175,1453,581,60422
1135,296,299,445,60423
4428,112,306,354,60424
3490,3005,2166,772,60425
15,3005,2166,772,60426
372,51,403,815,60427
2614,19871,3242,717,60428
215,3505,1334,504,60429
250,1399,1417,301,60430
16,4878,1337,257,60431
72,929,401,449,60432
1303,3870,3957,1492,60433
215,4898,2716,565,60434
39,2989,2132,1548,60435
5202,2079,1355,1119,60436
1316,6527,4880,8250,60437
34,1280,2213,259,60438
894,254,834,660,60439
3646,12629,1329,430,60440
637,1060,1641,1751,60441
8,396,306,138,60442
395,3774,1820,1414,60443
450,5799,5360,926,60444
731,1143,1414,922,60445
658,1190,861,601,60446
3,1659,592,206,60447
745,1481,342,463,60448
2260,2322,4330,1296,60449
4,2322,4330,1296,60450
13810,14,915,2475,60451
66,3087,1824,212,60452
15,3148,2801,1343,60453
59,5830,766,214,60454
275,6291,1195,847,60455
4,1199,12384,188,60456
268,2632,351,129,60457
327,1317,871,567,60458
24,1388,2425,425,60459
315,131,177,487,60460
924,1578,1522,492,60461
36,1816,585,300,60462
560,7527,1985,661,60463
357,3412,4069,781,60464
83,3412,4069,781,60465
1062,4096,1676,1871,60466
125,204,836,428,60467
19,575,766,82,60468
4702,7058,2350,989,60469
25,7058,2350,989,60470
3,445,215,263,60471
174,3522,1829,1496,60472
31,3562,1603,368,60473
16,2614,9367,1675,60474
48461,2614,9367,1675,60475
367,1868,1964,244,60476
2,1160,1863,1175,60477
2682,290,556,656,60478
1492,1887,1719,868,60479
234,2124,1644,2664,60480
209,10250,1176,777,60481
1290,251,4207,1244,60482
42,632,442,353,60483
478,1285,324,1113,60484
527,4161.999999999999,1969,813.5000000000006,60485
2861,4161.999999999999,1969,813.5000000000006,60486
412,257,271,373,60487
9,3786,1484,1128,60488
558,4075,1885,554,60489
32,1788,3286,702,60490
1976,437,920,527,60491
479,3245,734,1004,60492
40,2021,3086,1334,60493
151,3234,3224,487,60494
211,1250,901,922,60495
2,1250,901,922,60496
2571,6002,1773,4284,60497
148,478,1450,309,60498
2226,2853,1832,899.3999999999991,60499
5,2853,1832,899.3999999999991,60500
19,2853,1832,899.3999999999991,60501
2,2853,1832,899.3999999999991,60502
584,525,268,153,60503
83,4291,796,527,60504
2072,1342,559,485,60505
824,1487,663,513,60506
2,1375,1040,353,60507
291,2088,1406,263,60508
3,334,196,181,60509
91,314,94,98,60510
71,2673,915,322,60511
205,1583,1181,1234,60512
19,892,168,77,60513
34,892,168,77,60514
433,111,594,71,60515
11,1398,4735,209,60516
1352,2190,1329,1667,60517
4192,78,814,1273,60518
2453,2503,1363,4002,60519
43,6377,5160,391,60520
358,13242,2187,438,60521
42,3219,3541,414,60522
1026,18248,3483,1464,60523
1780,279,375,150,60524
1683,3939,1393,127,60525
19,1322,506,864,60526
509,1036,1520,2768,60527
420,1436,1635,1087,60528
4,1556,3392,810,60529
134,2892,1298,811,60530
16,943,114,128,60531
979,1113,482,530,60532
98,5519,3209,650,60533
15,2710,507,432,60534
123,1700,1678,767,60535
1181,120,332,305,60536
3,302,131,76,60537
3941,3753,2276,526,60538
426,3092,1146,1317,60539
190,7167,4930,282,60540
3,7167,4930,282,60541
597,2469,2306,822,60542
168,2142,946,206,60543
350,11890,924,583,60544
110,1645,975,544,60545
27798,927,1125,1968,60546
37,7971,2259,2486,60547
544,3791,529,316,60548
43,4624,2469,1201,60549
23,4624,2469,1201,60550
651,2890,1768,399,60551
1812,758,964,389,60552
3012,10201,1376,883,60553
98,3966,2303,4346,60554
30,2477,903,1025,60555
14,246,4825,514,60556
17,481,2543,1536,60557
6,2282,3353,526,60558
296,7478,3439,832,60559
1869,485,3470,790,60560
1294,4364,4643,1219,60561
36,557,770,528,60562
1028,208,4079,325,60563
2911,3519,1348,944,60564
2325,1913,583,1598,60565
571,1197,710,155,60566
381,3374,1939,641,60567
2,909,5000,4360,60568
24,1101,1708,200,60569
16,792,792,622,60570
844,1399,1705,482,60571
444,5037.9993535875865,3097.4996767937932,2685.4983839689726,60572
18,5037.9993535875865,3097.4996767937932,2685.4983839689726,60573
1235,2558,2486,778,60574
25985,1378,887,2467,60575
92,1378,887,2467,60576
4427,7081,1667,433,60577
422,3336,1290,492,60578
1033,3662,1584,559,60579
47,1705.998581560284,772.499290780142,1104.4978723404247,60580
59,1705.998581560284,772.499290780142,1104.4978723404247,60581
11,2197,654,370,60582
7493,3351,2316,1893,60583
226,4373,3065,2029,60584
4538,1624,1248,1181,60585
527,44,652,103,60586
13,2034,975,242,60587
179,269,241,55,60588
8,2651,3532,4550,60589
8,6178,2728,321,60590
1086,9434,4006,959,60591
1291,1764,2360,970,60592
52,1537,1951,763,60593
138,2735,1380,658,60594
777,26081,2038,437,60595
171,671,3525,1128,60596
395,1167,609,780,60597
129,1792,2656,2994,60598
1694,8097,1966,1950,60599
218,435,220,692,60600
447,14922,835,1007,60601
327,546,345,186,60602
81,3305,734,653,60603
358,989,1267,1028,60604
117,1975,1095,614,60605
113,2801,792,117,60606
397,3272,854,879,60607
14142,743,1556,380,60608
96,3802,4194,7898.500000000002,60609
5,3802,4194,7898.500000000002,60610
3798,1958,741,812,60611
75,7179,4013,2473,60612
258,2956,1249,299,60613
16,2057,1725,2242,60614
1070,1576,552,1170,60615
32,16667,2502,3059,60616
2193,801,409,446,60617
1812,718,603,352,60618
1099,15244,1791,643,60619
6350,1258,849,613,60620
1582,13971,2058,1862,60621
8095,554,287,357,60622
4149,1634,257,303,60623
115,336,165,210,60624
1340,161,274,251.50000000000009,60625
128,161,274,251.50000000000009,60626
912,1547,567,1053,60627
1185,11721,263,430,60628
1782,931,124,180,60629
774,2351,2455,858,60630
1204,6447,4559,1969,60631
4,3256,2886,484,60632
61,33,1253,94,60633
52,6285.499999999996,1080.5000000000005,797.5000000000002,60634
4,6285.499999999996,1080.5000000000005,797.5000000000002,60635
423,59,309,150,60636
269,2211,430,140,60637
255,323,1031,227,60638
3536,797,1922,8508,60639
65,797,1922,8508,60640
100,461,261,486,60641
1090,11327,1914,1140,60642
11,4579,2554,1190,60643
39,1555,741,399,60644
522,727,826,177,60645
2791,1452,1918,646,60646
2,1452,1918,646,60647
584,2707,391,515,60648
2186,1234,1186,1600,60649
297,6590,2168,1615,60650
515,1467,373,141,60651
841,3352,1685,720,60652
732,757,521,581,60653
173,488,2417,855,60654
198,2536,2628,743,60655
638,368,576,446,60656
195,861,186,232,60657
339,1317,1541,666,60658
28,3307,886,270,60659
343,251,1617,385,60660
401,2101,3866,1276,60661
1744,11,86,393,60662
5,5951,4549,915,60663
498,19,47,422,60664
1967,633,385,33,60665
16295,571,1517,2363,60666
57,571,1517,2363,60667
13,3021,1031,1433,60668
572,3190,2318,256,60669
593,715,200,218,60670
824,1544,392,1180,60671
393,1886,444,851.5,60672
624,1886,444,851.5,60673
80,821,284,40,60674
800,3455,4083,742,60675
75,1197,978,584,60676
7917,4624,2219,1232,60677
1,3391,1272,774,60678
569,785,70,127,60679
1092,5885,1601,1101,60680
79,10825,1548,677,60681
364,2905,735,515,60682
644,2931,505,1246,60683
3333,435,309,209,60684
400,430,3455,3843,60685
1916,3534.999999999998,1582,515.0000000000005,60686
5,3534.999999999998,1582,515.0000000000005,60687
1118,5484,2017,1306,60688
103,412,325,478,60689
723,5438,1529,1087,60690
387,2711,1187,152,60691
494,3618,683,1483,60692
17,132,93,62,60693
13,1608,775,429,60694
11,2330,2660,520,60695
15,2457,1113,604,60696
9207,20,666,5465,60697
3,1059,3576,15160,60698
3452,1790,669,469.9999999999996,60699
4,1790,669,469.9999999999996,60700
41,2553,541,538,60701
858,163,1438,501,60702
198,2387,1943,862,60703
1,141,343,114,60704
1,26098,2837,277,60705
130,468,169,477,60706
129,1849,1545,620,60707
910,2180,3004,989,60708
1236,1846,1313,333,60709
834,75,618,284,60710
7300,301,215,446,60711
6,903,5077,277,60712
37,1084.666666666667,413,464.33333333333326,60713
9,1084.666666666667,413,464.33333333333326,60714
39,1084.666666666667,413,464.33333333333326,60715
540,104,136,579,60716
141,389,2761,585,60717
5798,837,355,196,60718
646,1289,325,1011,60719
305,928,2019,271,60720
16,6038,2032,339,60721
328,13073,2333,278,60722
1174,4827,1494,87,60723
94,1797,2328,2595,60724
551,709,214,187,60725
1,709,214,187,60726
239,1280,262,209,60727
245,197,693,162,60728
360,604,2159,380,60729
1,843,1215,167,60730
740,18235,1081,1377,60731
1556,4562.749999999995,1474,457.74999999999994,60732
563,4562.749999999995,1474,457.74999999999994,60733
84,4562.749999999995,1474,457.74999999999994,60734
27,353,647,325,60735
3379,4418,1934,794.5000000000005,60736
41,4418,1934,794.5000000000005,60737
17,2100,3612,491,60738
122,6307,998,525,60739
83,962,707,538.5000000000001,60740
710,962,707,538.5000000000001,60741
2095,13051,2383,1758,60742
5548,17058,3493,5467,60743
26221,457,254,163,60744
589,259,382,282,60745
3718,325,423,187,60746
7,1673,701,359,60747
434,2763,630,960,60748
246,547,275,505,60749
108,629,225,356,60750
1200,1172,1513,2191,60751
31030,6,52,1432,60752
1732,3369,587,699,60753
3,1000,3490,725,60754
105,1357,2552,1228,60755
8084,25,101,1187,60756
79,1474.4999999999984,833.5000000000001,462.4999999999994,60757
3,1474.4999999999984,833.5000000000001,462.4999999999994,60758
2002,281,1097,2469,60759
40309,793.5,282.5,989,60760
4,667,309,1595,60761
200,1319,226,244,60762
750,4479,1431,327,60763
495,4923,839,67,60764
7451,2116,1524,524,60765
668,9439,2738,1091,60766
3267,1091,716,963,60767
2,12446,808,57,60768
36,220,290,78,60769
116,383,338,123,60770
328,606,1145,96,60771
31,1532,130,174,60772
18,1372,1019,297,60773
43,1372,1019,297,60774
50,1517,266,395,60775
3543,307,382,486,60776
155,852,225,253,60777
79,28870,1842,1116,60778
62,671,224,189,60779
2,671,224,189,60780
21,6656,2090,661,60781
459,1114,2326,825,60782
76,4172,113,173,60783
1633,3760,465,240,60784
2335,203,77,57,60785
437,688,543,388,60786
337,41,19,124,60787
225,293,149,76,60788
49,1876,865,2029,60789
223,4767,932,493,60790
72,907,661,802,60791
632,3581,705,401,60792
1957,193,3468,1246,60793
135,2521,956,595,60794
217,2693,521,223,60795
2108,1483,181,389,60796
45,3488,1871,236,60797
2946,111,172,120,60798
426,4637,4340,2681,60799
2278,1972,227,257,60800
351,3840,2611,2659,60801
1290,6567,1908,2092,60802
3361,1644,1312,21087,60803
29,1114,391,253,60804
945,6127,3347,3711,60805
936,197,189,966,60806
17694,121,197,765,60807
110,5843,823,482,60808
529,12585,1036,924,60809
7,1632,1743,1155,60810
303,3712,920,169,60811
91,591,525,56,60812
16,591,525,56,60813
1403,1241,336,308,60814
8,4290,718,137,60815
99,2123,1389,2174,60816
572,401,195,125,60817
1015,2463,1156,2008,60818
12,3559,537,120,60819
27,1876,829,466,60820
672,951,428,272,60821
3263,1381,595,1027,60822
117,256,145,140,60823
934,3480,865,162,60824
230,459,339,469,60825
12,1058,1567,160,60826
48,2268,753,649,60827
20817,2871,1270,994,60828
882,1489,1093,748,60829
50,12643,940,917,60830
2104,225,231,729,60831
1078,417,219,44,60832
464,65,182,136,60833
636,138,1104,920,60834
150,508,996,158,60835
18,110,478,204,60836
3284,4739,2464,4788,60837
307,1644,1436,534,60838
11,1441,1469,164,60839
530,234,263,43,60840
60,6702,2814,532,60841
2442,2844,630,652,60842
775,1605,1656,84,60843
6997,36,697,1072,60844
25,4175,2256,726,60845
453,6376,1414,1288,60846
815,1045,9673,2078,60847
896,7289,899,825,60848
710,217,455,195,60849
711,1374,835,1070,60850
24,3459,1094,1639,60851
4,13501,3778,1293,60852
3,1298,859,360,60853
430,1985,1081,850,60854
50,4299,2001,510,60855
135,415,1814,271,60856
488,896,495,308,60857
28,9022,3127,1592,60858
2253,1908,1721,890,60859
1619,1554,959,517,60860
521,1763,2738,884,60861
3532,1739,1553,1075,60862
3371,1139,250,1287,60863
331,2088,1087,605,60864
445,395,300,183,60865
818,15985,866,760,60866
131,344,162,310,60867
92,469,218,212,60868
11,510,203,190,60869
1451,1625,803,753,60870
204,6293,574,751,60871
320,785,350,545,60872
1348,4269,2670,980,60873
1144,1546,521,364,60874
108,121,116,157,60875
323,2692,1921,382,60876
16,468,355,263,60877
233,3810,862,1626,60878
12039,889,1195,579,60879
320,938,1055,94,60880
65,1493,1208,1062,60881
13,974,556,397,60882
339,1866,2634,1155,60883
262,3703,3838,12653,60884
266,1794,1338,1245.500000000001,60885
35,1794,1338,1245.500000000001,60886
92,2307,2848,759,60887
23,358,102,114,60888
371,1604,289,481,60889
95,2353,661,326,60890
6,3802,2126,1030,60891
298,958,801,265,60892
1529,6602,2738,1826,60893
16,181,105,129,60894
582,407,292,416,60895
891,148,193,155,60896
114,191,301,195,60897
27,3451,367,88,60898
19,853,406,771,60899
4,1436,114,392,60900
7186,952,1530,1867,60901
777,4191,3368,1037,60902
17,8582,2014,1203,60903
5920,8582,2014,1203,60904
1009,2638,824,470,60905
7,4444,2781,774,60906
8181,661,823,2465,60907
1796,604,554,867,60908
10523,5542,1499,863,60909
1617,1448.500000000001,384,974,60910
3,1448.500000000001,384,974,60911
726,6503.500000000004,5241,589,60912
36,6503.500000000004,5241,589,60913
1133,924,4851,1130,60914
22081,769,4125,1536,60915
7053,1247,2465,1404,60916
86,1134,1390,677,60917
10325,5811,4623,20576,60918
31276,132,666,1959,60919
6506,61,4297,4457,60920
12,17484,4494,1984,60921
114,28049,2091,550,60922
30,989,458,384,60923
3134,1152,776,1906,60924
1773,878,1516,339,60925
170,2801,776,659,60926
747,851,1339,659,60927
38,667,2170,1371,60928
8,21538.00000000004,3495,2387.9999999999923,60929
3,21538.00000000004,3495,2387.9999999999923,60930
3328,4505,1985,382,60931
139,831,2194,1848,60932
629,1329,618,280,60933
26,10648,2524,13544,60934
47,1887,1459,534,60935
2040,5937,2803,1020,60936
9,3876,2070,1826,60937
2480,4415,2087,1017,60938
478,2163,606,1016,60939
12,3756,2852,1189,60940
167,1342,1646,201,60941
9,3213,1707,1105,60942
167,1427,498,343,60943
9,297,10783,4312,60944
1133,2212,1600,2349,60945
342,793,919,332,60946
563,1877,1253,811,60947
1070,3551,869,413,60948
7812,1436,6413,4457,60949
45,2075,748,528,60950
118,2399,1412,469,60951
721,3350,1147,75,60952
167,3890,2383,249,60953
28,775,746,217,60954
82,3561,1482,789,60955
13055,4879,1017,891,60956
3067,6689,1482,882,60957
32,11965,2100,1336,60958
501,3233,5559,3371,60959
2,2258,2453,749,60960
820,4318,1571,831,60961
4568,1832,964,663,60962
61,1832,964,663,60963
3,1832,964,663,60964
634,2431,1752,757,60965
63,913,248,235,60966
3466,4347,1222,3534,60967
45,16362,2816,896,60968
35,4496,2900,523,60969
267,6102,4520,1817,60970
1928,3406,1304,573,60971
257,2985,1828,1041,60972
37,8824,2453,879,60973
4,2679,2364,2484,60974
5,442,1668,229,60975
105,2147,792,645,60976
59,8576,2610,2942,60977
609,3258,4615,812,60978
2645,2765,1529,788,60979
82,2537,958,513,60980
7235,1915,1054,475,60981
2,3557,1658,1264,60982
1784,2617,3031,1136,60983
441,4733,3325,1454,60984
20,4341,2970,1150,60985
66,2078,1869,983,60986
2667,1928,948,643,60987
288,1021,1925,1484,60988
599,1700,2664,853,60989
12407,2041,1497,2707,60990
213,9990,2956,787,60991
11,9990,2956,787,60992
368,744,741,799,60993
2387,3300,1217,1327,60994
36,1383,4792,1291,60995
76,111,220,640,60996
2998,14751,1620,1183,60997
70175,54,91,2531,60998
4937,1885,1143,1159,60999
2,1885,1143,1159,61000
6,1410,1632,740,61001
46,2089,2072,175,61002
9,2879,5089,497,61003
13,2879,5089,497,61004
29,3261,1678,1609,61005
5326,10754,2634,3026,61006
44,5821,451,488,61007
2226,2347,2464,206,61008
2202,551,351,372,61009
1211,2413,1783,2490,61010
1153,2041,2959,891,61011
1912,5980,2853,1236,61012
2,731,794,3860,61013
3140,1581,1807,710,61014
4,1581,1807,710,61015
150,3944,2546,258,61016
38,6712,2751,1370,61017
40867,2534,1445,1756,61018
111,2850,2792,1036,61019
1,948,3748,1478,61020
2226,4770,2287,678,61021
390,2990,1332,613,61022
5,7580,1767,442,61023
186,416,396,600,61024
1882,381,1276,378,61025
1468,1990,2402.499885031042,1232.4996550931237,61026
4,1990,2402.499885031042,1232.4996550931237,61027
152,584,350,273,61028
9,1250,814,482,61029
51,1250,814,482,61030
748,1076,1261,615,61031
1431,1011,3123,3807,61032
673,1058,956,554,61033
98899,3760,1532,724,61034
197,2604,1254,620,61035
418,2703,3354,139,61036
76,4437,999,208.6666666666666,61037
1621,4437,999,208.6666666666666,61038
7,4437,999,208.6666666666666,61039
596,6346,1168,792,61040
613,518,1326,234,61041
1851,986,655,434,61042
1895,1840,868,387,61043
371,3390,2484,402,61044
6,969,699,407,61045
17692,63,1563,3452,61046
183,4101,657,798,61047
3864,9396,3445,376,61048
930,906,7846,2320,61049
4659,5696,2550,1040,61050
853,2664,639,1006,61051
97,44,71,358,61052
77,6204,913,118,61053
616,5900,2340,587,61054
127,5114,774,954,61055
576,2757,1541,357,61056
15667,1782,1641,951.5,61057
44,1782,1641,951.5,61058
408,8167,2824,1476,61059
137,30526,1564,441,61060
1269,4386,2069,582,61061
70,4386,2069,582,61062
2858,7011,1145,1332,61063
1330,2136,2722,961,61064
48,2136,2722,961,61065
5,2136,2722,961,61066
36,12321,2175,2787,61067
7,520,125,43,61068
1,1681,616,273,61069
7005,7926,2232,4593,61070
640,2031,792,2738,61071
682,566,254,613,61072
7371,3528,1911,1361,61073
3232,1689,1330,754,61074
1432,2398,480,1277,61075
9136,214,271,718,61076
3,5837,3814,1090,61077
168,1198,1132,252,61078
109,677,854,303,61079
69,2274,654,583,61080
142,4271,616,325,61081
21,2374,422,168,61082
67,7417,2111,960,61083
308,1851,1525,648,61084
292,3119,855,1507,61085
50,2119,3474,528,61086
646,318,167,306,61087
2292,6665,1639,1647,61088
4,2505,1149,731,61089
2172,1590,873,581,61090
32,1645,248,264,61091
1147,745,298,176,61092
62,4801.333463338537,2256.6667316692683,788.6669266770673,61093
3,4801.333463338537,2256.6667316692683,788.6669266770673,61094
8,4801.333463338537,2256.6667316692683,788.6669266770673,61095
12936,2142,1108.3332301980215,720.3338490099013,61096
41,2142,1108.3332301980215,720.3338490099013,61097
184,2142,1108.3332301980215,720.3338490099013,61098
27,3501,1277,2071,61099
6285,247,172,932,61100
7,4533,1497,778,61101
1104,8398,3174,2239,61102
58,1076,302,218,61103
39,3414,1456,975,61104
2870,1121,1337,973,61105
3,24,107,49,61106
3947,32119,2229,999,61107
374,1183,344,238,61108
35,63,2427,1502,61109
82,6246,2622,191,61110
918,1937,681,1056,61111
245,5039,2439,826,61112
420,5013,2276,1750,61113
4,1778,2624,249,61114
4,8442,1256,195,61115
16700,572,571,1427,61116
137,2900,1688,175,61117
961,1135,793,1072,61118
86,1254,2202,431,61119
807,6054,2166,823,61120
6032,1378,1086,447,61121
552,41,95,222,61122
11903,1123,1019,502,61123
392,1231,277,370,61124
117,3394,4805,1027,61125
1751,3640,1129,372,61126
186,142,1155,563,61127
211,21418,2585,770,61128
198,1418,1032,1905,61129
975,999,446,441,61130
143,2588,769,249,61131
69,591,1979,1020,61132
263,4136,2336,612,61133
500,60,1156,1310,61134
5958,3356,1940,88,61135
290,2039,753,384,61136
3794,694,774,1126,61137
10,1001,836,1059,61138
1290,1001,836,1059,61139
109,225,2892,284,61140
588,2402,1484,1911,61141
7,1542,172,375,61142
16,2502,1824,892,61143
1320,3910.000000000005,1600,1097.5000000000025,61144
40,3910.000000000005,1600,1097.5000000000025,61145
3415,2164,515,644,61146
85,1846,1676,2423,61147
797,4380,1660,985,61148
5755,1502,225,497,61149
45,4470,741,325,61150
803,6094,1303,862,61151
4242,7,1267,3006,61152
367,7,1267,3006,61153
71,1450,387,192,61154
1,1569,522,588,61155
698,133,5797,5448,61156
978,202,61,152,61157
298,1505,472,128,61158
8008,7544,1499,2960,61159
10,1100,589,319,61160
182,61,192,175,61161
819,328,142,188,61162
36384,989,1236,1264,61163
1,989,1236,1264,61164
239,248,616,522,61165
3,881,319,78,61166
1686,814,148,438,61167
17,3383,1811,1274,61168
298,1094,536,108,61169
2477,1096,1304,487,61170
6,913,843,345,61171
970,979,650,133,61172
308,350,211,270,61173
84,1610,1577,337,61174
2819,49,293,252,61175
545,146,231,433,61176
9585,3707,3121,463,61177
2,5367,848,352,61178
546,656,1579,1164,61179
2925,3005,633,1422,61180
458,5893,3414,862,61181
29,1956,2979,1256,61182
39,720,150,144,61183
25,1512,195,54,61184
1448,9893,1266,1552,61185
33,7844,2131,605,61186
74,188,2759,402,61187
859,7796,1272,837,61188
28,4139,3005,1062,61189
695,2255,557,349,61190
47,2700,3284,883,61191
29,1874,488,522,61192
318,106,44,91,61193
9,482,22842,3204,61194
118,480,1067,435,61195
88,964,333,334,61196
354,785,270,416,61197
83,450,1244,57,61198
4425,147,915,2451,61199
63,147,915,2451,61200
3250,3895,1764,286,61201
46,6579,2982,562,61202
16,1199,586,208,61203
580,4323,2502,715,61204
3,5771,2798,285,61205
132,2555,662,941,61206
1251,139,407,35,61207
9,5902,1129,167,61208
258,2139,2568,395,61209
30,5055,1736,693,61210
429,10248,1437,673,61211
66,1804,2197,243,61212
3672,82,447,572,61213
704,766,5161,1471,61214
3,1315,4064,808,61215
109,198,2033,251,61216
753,20826,2000,1945,61217
79,2358,897,479,61218
134,6181,2707,1424,61219
651,158,529,626,61220
159,958,863,191,61221
693,12352,2037,750,61222
1105,1,1551,44,61223
14,1406,2127,346,61224
291,3119,803,122,61225
379,1188,996,1328,61226
398,3974,2954,1488,61227
293,589,920,162,61228
5075,365,421,1150,61229
276,984,2371,7963,61230
228,1647,1473,1774,61231
28,2222,782,298,61232
55,1552,1821,578,61233
3057,1051,1727,162,61234
17766,567,9901,4751,61235
19,11562,962,1605,61236
521,1924,1465,543,61237
978,1514,847,441,61238
63,580,282,387,61239
3250,1431,1041,320,61240
347,2085,1266,2848,61241
2003,2065,2310,972,61242
13,2450,2318,4392,61243
395,775,536,494,61244
400,5224,5668,3594,61245
35,8027,4058,2664,61246
4,9215,1142,628,61247
432,1351,663,425,61248
6181,2438,1105,242,61249
11,1239,644,822,61250
591,6665,3940,778,61251
258,2382,4433,6944,61252
318,81,73,61,61253
494,6927,1176,382,61254
216,8695,1060,631,61255
92,1216,930,107,61256
135,316,350,189,61257
27,1421,933,607,61258
1087,1979,954,327,61259
260,1710,313,474,61260
226,1206,288,397,61261
8,3097,500,866,61262
311,1082,650,323,61263
2,10870,2745,318,61264
3,10870,2745,318,61265
536,623,252,317,61266
18,1577,1755,383,61267
22,1992,671,116,61268
4657,1574,797,327,61269
154,2345.499999999999,1038,368,61270
22,2345.499999999999,1038,368,61271
134,3549,3272,1723,61272
1,3549,3272,1723,61273
492,207,816,230,61274
126,1748,414,202,61275
32,2969,1189,375,61276
64,826,254,655,61277
534,1185,1727,1947,61278
10,1456,888,710,61279
2512,4996,2194,1884,61280
81,4407,3536,1880,61281
1033,12890,1155,833,61282
232,3787.499999999999,590.5000000000003,645,61283
320,3787.499999999999,590.5000000000003,645,61284
9,4221,4361,586,61285
474,283,1855,915,61286
193,15283,2508,498,61287
99,2760,532,1033,61288
143,155,600,202,61289
201,2289,706,1205,61290
6,2598,713,253,61291
17,4599,5762,3072,61292
2822,1863,350,226,61293
160,2557,2694,651,61294
1,378,274,209,61295
5,378,274,209,61296
38461,4161,1770,13933,61297
11,689,1831,775,61298
2001,5146,1642,763,61299
185,2291,1369,906,61300
131,2618,2201,1460,61301
2015,2300,1440,156,61302
1123,1367,1660,1202,61303
186,946,346,275,61304
4019,708,305,366,61305
16,708,305,366,61306
34,6924,4061,289,61307
2052,761,960,237,61308
1241,761,960,237,61309
138,3048,705,1281,61310
7807,10659,2439,3484,61311
1967,2063,3297,1388,61312
319,2347,1243,522,61313
15968,2402,2066,4058,61314
26,5462,5485,3107,61315
39,2063,5696,390,61316
967,411,273,238,61317
1059,3258,1181,797,61318
43,6265,2792,353,61319
701,5378,4072,2049,61320
4116,1282,2015,7889,61321
30,3046,1257,1195,61322
8007,4829,2294,1280,61323
21,2627,1263,406,61324
7371,642,3699,1198,61325
333,1775,1113,289,61326
289,3460,859,362,61327
49,3416,2584,2285,61328
1,4171,1791,851,61329
5634,1379,746,676,61330
5,1379,746,676,61331
4,1709,1185,183,61332
785,6701,909,1032,61333
2581,2840,1302,870,61334
3848,2342.499999999998,1055.9999999999973,788.5000000000014,61335
2,2342.499999999998,1055.9999999999973,788.5000000000014,61336
165,502,258,128,61337
665,3535,1895,376,61338
4,1172,1339,576,61339
3429,449,698,1190,61340
1071,911,510,230,61341
533,1988,2347,734,61342
71,6490,1694,954,61343
3,3380,1621,727,61344
342,2250.0000000000005,1574.000000000001,1834.5,61345
111,2250.0000000000005,1574.000000000001,1834.5,61346
33,2163,512,293,61347
5,2163,512,293,61348
88,5552.666666666668,1952.6666666666688,601.3333333333328,61349
1648,5552.666666666668,1952.6666666666688,601.3333333333328,61350
2,5552.666666666668,1952.6666666666688,601.3333333333328,61351
17,2264,680,400,61352
12,354,641,1453,61353
2742,526,720,298,61354
34,9166,3056,1517,61355
12,2079,1827,1470,61356
1560,1191,273,49,61357
2169,3600,1448,1862,61358
28,2907,1209,2021,61359
765,3401,1360,491,61360
473,12451,1427,365,61361
11,1203,2531,111,61362
399,2137,1672,26009,61363
145,8975,914,456,61364
156,1693,1470,1377,61365
712,2305,2656,359,61366
372,113,302,620,61367
272,2375,864,573,61368
5,599,1571,3886,61369
8,1632,2022,883,61370
468,2835,890,375,61371
1591,2395,2314,533,61372
31,6768,1398,986,61373
8309,1257,749,1898,61374
1622,37,284,161,61375
13100,1095,2583,27007,61376
21682,13102.999999999987,3382,7070.333333333337,61377
7,13102.999999999987,3382,7070.333333333337,61378
200,15914,3303,924,61379
1683,3451,3668,1481,61380
420,1102,466,157,61381
1450,1721,961,564,61382
43,506,423,340,61383
544,2541,762,992,61384
67,2124,5429,2534,61385
48,3265,1787,769,61386
17,1967,1243,202,61387
138,1756,2116,136,61388
804,817,1129,1230,61389
515,356,177,218,61390
112,2667,756,197,61391
40,795,577,691,61392
116,2735,1753,8631,61393
7876,2888,1087,135,61394
5501,2278,3686,1085.500000000001,61395
2,2278,3686,1085.500000000001,61396
11,935,4132,6122,61397
501,1628,1655,503,61398
823,750,535,252,61399
79,1708,2027,257,61400
2593,6579,2737,760,61401
99,3428,1758,594,61402
1,14932,1064,393,61403
456,451,385,121,61404
4851,182,428,1203,61405
222,1501,1145,390,61406
59,2250,522,217,61407
25,6385,2107,640,61408
219,4864,1297,1269,61409
1362,3409.999999999999,2479,2097.499999999998,61410
