cited_by_count,avg_favourites_count,avg_statuses_count,avg_followers_count,author_id
4748,916,2574,309,13858
3,2707,333,249,13859
7,1051,356,371,13860
631,3907,639,3856,13861
302,3084,1800,1288,13862
9,1901,2029,1215,13863
33,8595,3034,552,13864
5693,175,455,1121,13865
162,175,455,1121,13866
42,370,197,270,13867
2,756,534,368,13868
1455,217,204,142,13869
164,1010,1060,419,13870
3296,150,160,143,13871
4,193,364,412,13872
6,397,1045,147,13873
3,3393,602,185,13874
609,24,1361,224,13875
1406,1726,2876,5326,13876
45,599,197,194,13877
13,599,197,194,13878
6,137,2333,333,13879
61,3385,2686,1934,13880
123,195,139,266,13881
158,35,151,637,13882
11262,3307,1109,1535,13883
10,441,167,143,13884
1028,3951,809,1191,13885
26,1679,229,350,13886
2690,1492,334,291,13887
42,10987,1858,866,13888
545,486,432,566,13889
33,6950,693,559,13890
33,961,361,1494,13891
1840,1377,717,369,13892
11,87,1722,287,13893
50,2244,44,276,13894
6,1440,1148,1562,13895
3,482,148,99,13896
18,372,270,67,13897
1516,7756,1181,252,13898
59,1553.4999999999989,1808,126,13899
34,1553.4999999999989,1808,126,13900
1,2475,1346,570,13901
26,6795,755,465,13902
102,4983,584,946,13903
45330,3191,2283,1120,13904
222,2089,2427,892,13905
825,1027,379,431,13906
4,1247,523,384,13907
147,248,786,872,13908
485,64,56,75,13909
3891,159,349,16,13910
249,1374,361,458,13911
198,1182,2557,305,13912
829,902,107,251,13913
1117,9579,936,895.4999999999994,13914
53,9579,936,895.4999999999994,13915
265,62,360,64,13916
4726,714,634,667,13917
566,2648,538,282,13918
465,21775,2131,1407,13919
242,367,59,110,13920
5,22051,1880,315,13921
1,22051,1880,315,13922
276,1540,352,204,13923
4112,54,208,839,13924
961,1348,1746,493,13925
1390,447,630,502,13926
1241,846,681,750,13927
2270,634,664,822,13928
96,381,275,114,13929
169,4679,922,235,13930
80,1237,1998,152,13931
144,2564,3428,395,13932
150,1650,685,225,13933
4,1650,685,225,13934
85,386,4104,650,13935
1144,5118,3513,1641,13936
57,7356,2215,1005,13937
1049,826,259,257,13938
5,826,259,257,13939
465,3436,917,843,13940
544,5574,1318,1160,13941
165,3793,733,2412,13942
33,180,1097,216,13943
217,3950,187,281,13944
605,6944,5118,8149,13945
79,1008,423,240,13946
971,4457,2309,1162,13947
145,1942,776,501,13948
303,487,311,540,13949
19,8761,3568,80,13950
174,959,556,43,13951
39,2913,878,413,13952
20,416,1433,149,13953
37709,139,459,2130,13954
9556,2520,1116,572,13955
24,8065,252,376,13956
301,6777,4085,1828,13957
10,6777,4085,1828,13958
9383,3518,1517,802,13959
107,556,254,106.50000000000004,13960
573,556,254,106.50000000000004,13961
167,0,230,85,13962
2,0,230,85,13963
2906,2365,680,763,13964
4692,195,313,712,13965
402,2981,615,153,13966
126,12,78,116,13967
6261,88,178,46,13968
67,1450,586,110,13969
15,1150,1263,114,13970
131,141,61,94,13971
724,344,275,235,13972
79,372,79,174,13973
94,579,234,312,13974
5,255,87,156,13975
27,557,1092,341,13976
50,1022,290,283,13977
359,1393,2544,264,13978
32,5421,1823,973,13979
2980,3252,1381,1093,13980
30,2450,575,254,13981
1911,1924,322,389,13982
159,816,312,89,13983
133,1836,1346,768,13984
1,6811,1005,290,13985
2790,21303,2766,446,13986
483,1624,578,1973,13987
261,251,1224,531,13988
949,2146,2312,731,13989
3,8609,5096,1529,13990
2060,7633,364,879,13991
98,1988,1687,712,13992
44,1038,3812,102,13993
42,550,205,24,13994
1647,1704,202,296,13995
139,2594,173,333,13996
105,62,1986,951,13997
40,3261,475,157,13998
1586,928,717,302,13999
20,1763,872,350,14000
91,2903,520,2206,14001
1,2903,520,2206,14002
320,4267,2200,301,14003
4939,258,280,1151,14004
269,1203,650,936,14005
97,10753,6279,1692,14006
328,3674,2320,187,14007
3473,3426,2491,2279,14008
72,8063,1292,650,14009
3591,1108,1489,896,14010
401,7487,2433,736,14011
183,1285,2074,165,14012
59,2385,535,113,14013
800,2993,1271,424,14014
262,6222,3057,337,14015
10,1778,539,187,14016
17,725,243,70,14017
6374,1338,880,240,14018
159,617,597,303,14019
22,746,178,84,14020
480,80,243,269,14021
54,306,208,120,14022
7924,901,393,487,14023
15487,7848,2245,2522,14024
14,232,90,71,14025
825,897,271,142,14026
129,27550.001646361587,1559,765,14027
9,27550.001646361587,1559,765,14028
428,2509,45,313,14029
59,630,273,96,14030
109,378,900,367,14031
219,2926,2008,473,14032
15,2066,1622,305,14033
5734,127,3776,1184,14034
1299,394,1173,312,14035
304,2478,130,337,14036
1077,2174,1215,91,14037
346,147,144,53,14038
2861,1032,3645,664,14039
473,2856,773,1700,14040
4511,4483,3430,2604,14041
158,320,152,193,14042
884,457,1092,1095,14043
1238,902,306,558,14044
213,29,1131,586,14045
466,706,489,398,14046
83,128,184,257,14047
1747,21,38,28,14048
173,33774,3054,76,14049
2107,382,262,156,14050
1,382,262,156,14051
288,1806,1671,489,14052
2,5026,213,123,14053
1144,256,118,454,14054
184,29273,7197,621,14055
457,2533,591,1166,14056
4075,182,151,372,14057
299,1048,1056,431,14058
60,327,1736,182,14059
183,1114,1443,895,14060
1783,2714,1915,672,14061
6385,6335,1710,2356,14062
62,12,92,182,14063
209,3530,2277,183,14064
20,1104,558,576,14065
18,10888,2161,2002,14066
630,6218.999999999998,1815,5127.499999999996,14067
702,6218.999999999998,1815,5127.499999999996,14068
460,3548,3038,743,14069
11,359,83,98,14070
452,417,118,177,14071
350,1891,1389,1627,14072
32,1891,1389,1627,14073
47,7731,2712,1081,14074
38,4765,1526,874,14075
2129,447,286,127,14076
245,691,509,450,14077
550,600,1179,474,14078
270,392,444,687,14079
75,578,745,106,14080
288,1186,511,598,14081
29,1230,1025,793,14082
2,1230,1025,793,14083
54,5496,914,395,14084
63,1393,388,321,14085
3242,3006,2032,133,14086
4492,667,377,237,14087
25,4255,1304,650,14088
144,273,484,329,14089
49,1428,3276,603,14090
881,57,260,221,14091
16763,6537,2255,15101,14092
66,61,80,76,14093
198,2775,4243,280,14094
23,2775,4243,280,14095
1834,226,5158,167,14096
22,382,396,91,14097
2769,3253,492,1244,14098
38,1827,608,425,14099
6608,1975,473,856.5000000000006,14100
39,1975,473,856.5000000000006,14101
5,5802,1428,376,14102
1589,171,105,243,14103
671,3401,7593,928,14104
6,381,5666,265,14105
82,2309,788,185,14106
157,139,86,91,14107
1720,245,195,142,14108
404,491,194,212,14109
50,1304,1105,325,14110
1111,1771,949,611,14111
19,1227,2060,710,14112
86,873,3465,1282,14113
112,16335,5869,441,14114
66,5562,1261,363,14115
30,2176,781,829,14116
219,202,147,139,14117
64,6622,852,310,14118
863,14903.50000000001,3314.5,510,14119
7,14903.50000000001,3314.5,510,14120
371,4487,607,1144,14121
1827,1758,1935,1772,14122
1298,42,120,136,14123
175,4597,2310,185,14124
110,5757,786,172,14125
1,5757,786,172,14126
210,785,1691,422,14127
107,1118,3105,469,14128
24904,404,624.4943925233647,806.4943925233647,14129
1,404,624.4943925233647,806.4943925233647,14130
69,2929,4194,2409,14131
94,364,321,89,14132
1,978,605,260,14133
1388,12,141,456,14134
313,261,907,185,14135
33,1598,1224,3324,14136
358,2725,2769,988,14137
321,167,2869,1114,14138
1103,7611,1576,1037,14139
2996,1162,4009,1505,14140
2693,922,281,437,14141
16,2084,997,450,14142
9,6360,1030,715,14143
146,62,52,100,14144
3439,116,217,224,14145
68,232,289,82,14146
5,637,700,182,14147
209,2642,1551,390,14148
2084,328,269,366,14149
55,315,335,266,14150
11,182,144,110,14151
52,12754,3838,406,14152
659,345,494,203,14153
550,42,1444,117,14154
1425,1838,289,1780,14155
262,546,320,232,14156
602,1604,316,849,14157
145,5129,2655,335,14158
313,4051,789,323,14159
160,607,237,215,14160
289,1355,1470,1851,14161
120,330,300,411,14162
266,1436,514,522,14163
15,12238,1783,158,14164
53,484,99,153,14165
1056,426,6110,807,14166
1285,612,1323,495,14167
26164,2146,502,204,14168
130,5497,2121,739,14169
1401,4377,1703,1680,14170
682,204,2214,9219,14171
972,2375,724,1167,14172
1147,938,1537,2939,14173
8,2646,1132,1544,14174
530,320,165,498,14175
207,344,248,836,14176
355,1089,546,772,14177
10,5045,2337,474,14178
501,1027,313,65,14179
40,539,578,349,14180
11,1880,4517,554,14181
38,13618,2347,741,14182
771,27,110,269,14183
452,2217,552,548,14184
60,1028,519,164,14185
1,12094,1760,972,14186
1609,867,1707,1400,14187
43,3892,1407,999,14188
21,1351,994,470,14189
198,558,1299,875,14190
1278,6083,2409,638,14191
745,546,2085,464,14192
1995,3237,1589,431,14193
139,680,23948,3616,14194
489,501,416,102,14195
3619,399,351,809,14196
21,466,289,352,14197
197,1125,534,311,14198
116,1976,811,537,14199
19,3,973,103,14200
489,263,550,318,14201
4320,1959,1447,2364,14202
74,407,2375,576,14203
2190,407,2375,576,14204
17,375,3216,350,14205
264,429,227,500,14206
2,429,227,500,14207
759,2,38,252,14208
926,2104,1820,203,14209
22,934,1307,190,14210
422,3250,1936,369,14211
1701,460,531,2193,14212
6,1896.5000000000025,966,614,14213
9,1896.5000000000025,966,614,14214
356,455,338,86,14215
335,690,288,394,14216
9559,3855,1764,527,14217
5,321,371,406,14218
526,447,283,272,14219
1,842,176,102,14220
155,1611,1476,997,14221
16,378,207,370,14222
180,2942,2507,1314,14223
12715,1046,2127,2651,14224
491,1197,284,324,14225
18,183,337,519,14226
18743,822.5,791.5,453.5,14227
44,603,5517,72544,14228
11,2363,316,495,14229
3916,4335,973,1378,14230
204,544,12159,244,14231
501,974,674,369,14232
14,2492,1841,956,14233
1068,48,48,212,14234
851,891,1350,574,14235
6139,133,326,114,14236
664,1148,1163,1484,14237
1,1148,1163,1484,14238
4,1148,1163,1484,14239
5,7168.500000000012,2187,3022,14240
54,7168.500000000012,2187,3022,14241
238,512,538,20,14242
14,498,248,324,14243
108,244,1410,174,14244
19649,11616.000000000016,725,2898.3333333333376,14245
19,11616.000000000016,725,2898.3333333333376,14246
6,11616.000000000016,725,2898.3333333333376,14247
1,4272,661,371,14248
2911,442.5000000000003,1604.9999999999984,464,14249
2,442.5000000000003,1604.9999999999984,464,14250
1875,799,152,153,14251
822,3035,710,1131,14252
63,1269,1064,314,14253
38,2644,4534,446,14254
686,3411,383,525,14255
186,84,134,92,14256
359,109,197,156,14257
207,318,35,35,14258
1641,1056,574,479,14259
206,2084,792,477,14260
489,1281,640,955,14261
3,3047,3328,7319,14262
83,448,205,129,14263
1,2114,190,122,14264
27,487,482,175,14265
20,698,1923,630,14266
38,2694,1445,366,14267
270,1064,1836,603,14268
3,1026,165,94,14269
1403,1666,1064,322,14270
52,325,93,142,14271
1453,646,289,175,14272
949,240,249,226,14273
63,334,317,169,14274
1400,68,645,143,14275
756,557,79,204,14276
425,1405,1101,2196,14277
767,3547,636,460,14278
1,8,54,20,14279
18,30,87,28,14280
633,1338,637,590,14281
5,477,294,236,14282
296,2862,1201,7192,14283
12368,43,205,718,14284
118,9427,3305,788,14285
6,9427,3305,788,14286
12556,224,526,417,14287
6,2720,5106,662,14288
1474,1670,2313,840,14289
177,294,188,204,14290
21,2390,2712,556,14291
91,1521,6105,1376,14292
3,1521,6105,1376,14293
491,118,219,436,14294
38,8313,2815,967,14295
1,1890,1757,126,14296
69146,84,201,5344,14297
1094,2689,2606,2569,14298
4,2689,2606,2569,14299
3712,0,2615,216011,14300
3839,3175,398,3060,14301
52,9914,3036,562,14302
352,1460,130,184,14303
2,9,74,17,14304
994,553,1383,484,14305
1163,91,65,281,14306
2,30,103,100,14307
33,32705,1196,132,14308
19,6048,1347,1629,14309
1249,3106,245,494,14310
228,412,540,72,14311
31,11847,5254,2759,14312
1531,526,277,2092,14313
1225,263,89,120,14314
1,4369,2444,1820,14315
907,52,1429,131,14316
3,52,1429,131,14317
208,86,411,283,14318
3,865,10731,3171,14319
197,113,688,219,14320
91,5017,1266,307,14321
391,2471,904,1477,14322
21,305,447,241,14323
3197,6043,1940,1341,14324
4,5395,946,130,14325
722,26,177,203,14326
1793,51,239,3969,14327
215,4949,2093,1524,14328
7,4949,2093,1524,14329
691,2267,1009,189,14330
365,468,452,356,14331
634,2013,1240,183,14332
799,1521,1603,475,14333
362,1701,424,391,14334
288,1404,1676,656,14335
378,702,357,2364,14336
26,3378.499999999996,1194.9999999999984,646.0000000000011,14337
54,3378.499999999996,1194.9999999999984,646.0000000000011,14338
3253,3555,600,1186,14339
8,1890,1756,928,14340
26,3975,1518,302,14341
6357,173,502,265,14342
75,1769,756,1326,14343
77,1296,753,396,14344
153,753,182,108,14345
64,1430,134,318,14346
2182,1793,240,212,14347
10,883,857,768,14348
50,3289,471,259,14349
628,5400,1809,219,14350
1088,439,974,4501.500000000008,14351
1,439,974,4501.500000000008,14352
46,427,124,171,14353
3318,39,518,444,14354
18,3166,748,1053,14355
3,3166,748,1053,14356
155,118,455,87,14357
683,3443,985,328,14358
1,61,83,279,14359
128,2208,796,604,14360
687,1440,836,568,14361
336,1294,589,465.5000000000003,14362
24,1294,589,465.5000000000003,14363
28,65,18,65,14364
14223,214,542,776,14365
1161,335,495,673,14366
144,3685,3093,226,14367
130,156,205,143,14368
2,2373,1562,873,14369
2238,920,971,449,14370
1127,1233,225,605,14371
1,2092,1146,584,14372
808,2967,805,398,14373
42,423,357,144,14374
83,1422,1651,590,14375
676,2962,760,189,14376
6,19202,1870,1133,14377
2956,22,1377,537.4999999999998,14378
5,22,1377,537.4999999999998,14379
3,22,1377,537.4999999999998,14380
3,22,1377,537.4999999999998,14381
3,22,1377,537.4999999999998,14382
1,22,1377,537.4999999999998,14383
1687,455,170,269,14384
119,1707,564,445,14385
626,678.6666666666667,115,129,14386
34,678.6666666666667,115,129,14387
3,678.6666666666667,115,129,14388
3543,3456,500,952,14389
51,44021,681,78,14390
167,4319.5,872,390,14391
2,4319.5,872,390,14392
295,1436,1270,256,14393
636,1614,5149,1376,14394
1664,712,386,136,14395
1099,450,865,223,14396
84,1143,1162,501,14397
548,717,402,903,14398
227,951,705,1302,14399
2942,1732,273,371,14400
1,1732,273,371,14401
57,3859,2742,802,14402
652,3791,2107,544,14403
5594,967,862,619,14404
2058,773,526,450,14405
1,6076,1660,149,14406
1143,3712,7934,74554,14407
102,951,426,474,14408
27,3694,1722,292,14409
8,6,744,114,14410
1003,645,109,101,14411
1366,3181,1501,715,14412
54,3322,1080,1210,14413
52,3333,707,1035,14414
334,3184,772,564,14415
42,1447,980,188,14416
89,318,332,173,14417
3948,1686,769,1703,14418
100,1292,759,229,14419
20,9261,3873,2384,14420
505,3555,1679,710,14421
14,865,1154,310,14422
628,18,269,287,14423
3,211,251,230,14424
2288,137,208,135,14425
3273,4881,2337,537,14426
656,1260,1084,214,14427
2555,855,231,286,14428
657,158,225,335,14429
216,10381,1199,293,14430
3481,2037,2871,2089,14431
6553,786,92,535,14432
4419,91,1708,1170,14433
69,499,178,243,14434
609,1464.3333333333344,820,845.3333333333333,14435
1,1464.3333333333344,820,845.3333333333333,14436
8,1464.3333333333344,820,845.3333333333333,14437
4,1852,564,291,14438
16,485,831,321,14439
224,18451,4404,1448,14440
179,5745,2966,541,14441
8004,2159,2510,1444,14442
217,5799,1608,1118,14443
5211,9,444,339,14444
6,350,317,450,14445
158,236,377,233,14446
253,154,492,503,14447
38,38,7010,426,14448
4517,12934,2091,348,14449
5356,1900,990,2051,14450
936,188,508,479,14451
488,972,664,132,14452
8924,1971,1149,231,14453
2524,616,261,425,14454
27,807,352,292,14455
566,5910,1332,1055,14456
6,671,387,230,14457
1245,12697,9579,254,14458
1,12697,9579,254,14459
942,881,1006,411,14460
733,347,257,253,14461
4,1946,1858,120,14462
880,188,318,232,14463
13347,242,169,1197,14464
83,509,225,144,14465
25,2938,959,430,14466
646,2820,1791,169,14467
56,3796,6807,250,14468
131,628,966,692,14469
578,1778,217,355,14470
1575,9159,2156,7711,14471
234,802,176,450,14472
970,1071,872,202,14473
123,1071,872,202,14474
9,2697,449,150,14475
448,1388,138,320,14476
5,384,372,521,14477
451,3047,499,177,14478
44,4961,2363,322,14479
23,502,543,187,14480
1575,435,1152,1038,14481
4,435,1152,1038,14482
8,435,1152,1038,14483
1300,13,796,1211,14484
5956,183,596,225,14485
117,88,427,182,14486
77,3448,1662,7818,14487
15,3376,6488,637,14488
607,1054,1242,481,14489
1,2906,1111,696,14490
3355,2179,1704,1233,14491
4182,820,336,2023,14492
24,1755,690,240,14493
1470,974,486,2412,14494
91,1527,1392,253,14495
2120,229,195,400,14496
264,2547,484,3341,14497
4128,32,232,489,14498
1,32,232,489,14499
1445,2780,1424,482,14500
7,2780,1424,482,14501
57,1366,608,429,14502
246,5261,2199,1301,14503
1,5261,2199,1301,14504
2215,784,318,492,14505
806,2166.500000000002,670,309,14506
3,2166.500000000002,670,309,14507
2,2088,949,97,14508
6,2011,690,339,14509
498,541,845,446,14510
2259,1040.2500000000016,1729.5000000000032,547,14511
53,1040.2500000000016,1729.5000000000032,547,14512
204,1040.2500000000016,1729.5000000000032,547,14513
6,1040.2500000000016,1729.5000000000032,547,14514
139,12002,1555,1203,14515
204,3306,281,243,14516
1027,298,154,224,14517
441,3850,1521,356,14518
3387,754,2183,433,14519
29,508,245,356,14520
2,4719,2097,1701,14521
257,566,558,216,14522
1212,1143,384,272,14523
30,1628,533,403,14524
1,2695,993,74,14525
1311,1847,688,611,14526
3,2457,1557,233,14527
1666,1964,962,1902,14528
291,1262,4228,177,14529
3,1262,4228,177,14530
642,590,396,692,14531
149,1448,621,383,14532
215,3168,403,183,14533
1657,251,317,313,14534
2188,2714,740,839,14535
7212,2352,792,87,14536
2610,172,837,1444,14537
1573,2167,990,683,14538
271,1359,601,354,14539
100,74,32,23,14540
169,2644,565,216,14541
1222,420,337,196,14542
330,737,878,827,14543
25,9030,4673,900,14544
163,1081,303,390,14545
25,449,355,147,14546
115,930,395,59,14547
871,2364,4318,108,14548
216,1667,871,156,14549
807,333,567,278,14550
23090,269,1846,883,14551
164,479,804,494,14552
4041,364,560,109,14553
693,1699,1022,578,14554
233,958,1030,6688,14555
768,2484,1351,521,14556
7,2484,1351,521,14557
48,1786,124,305,14558
247,1241,128,196,14559
175,1324,377,458,14560
18,1006,2169,387,14561
6,776,448,191,14562
33,4128,1040,1019,14563
1196,2944.5,1430.5000000000002,575.4999999999999,14564
17,2944.5,1430.5000000000002,575.4999999999999,14565
7,1158,1044,162,14566
5,7829,1944,543,14567
400,1291,1373,519,14568
59,1376,714,155,14569
25,1748,1640,908,14570
6130,671,414,330,14571
3932,2885.5000000000023,1417,1066,14572
29,2885.5000000000023,1417,1066,14573
368,680,716,86,14574
1547,40,118,57,14575
54,1200,797,385,14576
32,831,420,113,14577
1163,137,162,6,14578
203,1077,109,142,14579
1,1315,687,240,14580
24,3802,1649,262,14581
7,1324,502,142,14582
98,514,425,532,14583
6,365,249,75,14584
1,365,249,75,14585
1,365,249,75,14586
248,929,658,506,14587
16,4135,104,110,14588
1,1895.500000000001,1285.500000000001,328.5000000000007,14589
1,1895.500000000001,1285.500000000001,328.5000000000007,14590
7881,1004,92,389,14591
1,2513,1228,667,14592
1,846,1404,489,14593
667,4,37,25,14594
108,4587,1511,467,14595
3721,3117,1333,566,14596
20972,521,325,267,14597
1,521,325,267,14598
22,5722,6830,1885,14599
2999,610,71,152,14600
67,3235,694,714,14601
1194,272.5,747.5,50,14602
3,397,270,206,14603
115,383,1590,114,14604
358,197,7334,229,14605
4202,1215,3087,1050,14606
32,299,493,151,14607
3,2583,1465,12210,14608
21,3052,4610,420,14609
1132,395,256,297,14610
7,2312,8856,203,14611
5096,4375,2092,1010,14612
278,2245,496,488,14613
29261,4621.6666666666715,1826,1053,14614
5,4621.6666666666715,1826,1053,14615
16,4621.6666666666715,1826,1053,14616
285,8690,8470,4327,14617
141,291,726,63,14618
72,2316,670,36,14619
4,24058,844,577,14620
2,543,455,263,14621
14,2600,120,41,14622
177,5424,1200,830,14623
3,4460,1536,266,14624
11,968,578,168,14625
76,459,341,188,14626
248,4862,625,1791,14627
266,3143,534,298,14628
7,70,2374,2069,14629
34,5691,1995,1044,14630
3,5691,1995,1044,14631
39,2272,4607,1053,14632
31323,363,217,78,14633
225,363,217,78,14634
21,241,1932,698,14635
826,971,1241,556,14636
172,1213,917,82,14637
27,442,1134,200,14638
3,2114,1075,277,14639
3,3622,2817,1443,14640
23,4476,617,247,14641
232,829,429,2613,14642
98,683,618,85,14643
156,1912,1034,1400,14644
64,1672,2395,655,14645
668,1584,3977,929,14646
28,3077,992,518,14647
5,2762,1233,303,14648
415,872,420,361,14649
6674,390,126,296,14650
1784,330,78,198,14651
1275,1213,567,667,14652
575,1785,525,1232,14653
510,1084,681,422,14654
3,611,1137,198,14655
2412,3973,1873,438,14656
83,78,2583,1790,14657
131,8658,2439,1709,14658
3431,1060,451,745,14659
1101,3115,977,1653,14660
52,18019,862,473,14661
58067,2916,693,358,14662
20764,120,194,603,14663
2770,919,273,663,14664
411,3510,950,545,14665
46,965,6053,235,14666
21,912,227,287,14667
991,24489.000000000015,800.9999999999998,1703.499999999999,14668
1,24489.000000000015,800.9999999999998,1703.499999999999,14669
252,13,1879,306,14670
7,1194,800,812,14671
29,1194,800,812,14672
10,615,2352,245,14673
701,1540,212,679,14674
5327,395,613,746,14675
652,1894,4534,1615,14676
21,404,2930,233,14677
4,404,2930,233,14678
7879,107,356,255,14679
73,107,356,255,14680
950,1612,271,332,14681
56,901,433,651,14682
598,613,150,248,14683
67,82,43,59,14684
746,2537,1178,695,14685
115,3516,223,297,14686
106,4695,505,937.5000000000006,14687
5,4695,505,937.5000000000006,14688
1229,76,880,393,14689
52,1954.499999999999,500,719,14690
3,1954.499999999999,500,719,14691
1,4163,441,101,14692
34,10285,1575,402,14693
13,7563,3514,3009,14694
7083,163,801,515,14695
1919,799,188,422,14696
6,799,188,422,14697
576,1796,77,998,14698
14,291,648,233,14699
310,112,1262,879,14700
8501,342,2389,948,14701
632,182,676,395,14702
61,35,2149,350,14703
326,773,264,160,14704
13,22806,3022,999,14705
1699,896,1969,531,14706
28,1014,351,490,14707
554,873,1345,87,14708
4108,191,1804,913.0000000000002,14709
17,191,1804,913.0000000000002,14710
3135,3470,1197,1555,14711
1056,493,183,160,14712
15,373,249,295,14713
146,47,655,329,14714
949,203,92,175,14715
1,203,92,175,14716
2,203,92,175,14717
233,1073,376,112,14718
8,948,202,143,14719
180,385,311,1882,14720
1074,2857,1315,623,14721
39,1030,2028,695,14722
23367,247,572,270,14723
786,106,297,157,14724
205,4566,4778,1402,14725
9,38,27,12,14726
1520,348,241,36,14727
1104,51147,2004,194,14728
33,185,335,277,14729
7437,790,462,147,14730
1522,976,1636,636.4999999999987,14731
27,2858,149,103,14732
1,198,120,30,14733
1076,3781,2062,641,14734
37,52,229,45,14735
36,321,587,63,14736
23,1284,334,547,14737
144,4032,1069,720,14738
788,75,1314,205,14739
4,3420,143,486,14740
303,2841,3827,886,14741
427,462,77,73,14742
22182,2360,1524,3311,14743
40,1530,602,288,14744
56,2022,618,439,14745
63,2968,399,607,14746
1655,564,209,266,14747
156,213,183,156,14748
67,1549,688,805,14749
452,269,337,41,14750
28,651,1572,1132,14751
78,6602,3359,2388,14752
56,3031,5170,644,14753
146,268,54,110,14754
2083,164,106,81,14755
1,33,417,257,14756
1207,3376,3842,7865,14757
55,1784,2952,1175,14758
10234,221,927,2046,14759
294,1604,217,1049,14760
3148,6476,804,1119,14761
4734,402,964,170,14762
255,7552,1564,69,14763
5474,23,253,243,14764
27,433,281,472,14765
184,773,2041,311,14766
932,1503,485,283,14767
41,9840,1190,1689,14768
4618,833,1028,980,14769
69,328,410,257,14770
56,328,410,257,14771
2,260,769,214,14772
123,3136,1835,4669,14773
257,865,322,701,14774
2803,11,68,9,14775
4487,316,257,485,14776
34,1905,2072,127,14777
429,3638,1562,643,14778
396,3193,607,415,14779
217,610,2368,307,14780
1224,205,126,324,14781
4,3101,3386,1191,14782
114,2944,2847,231,14783
131,3969,1591,643,14784
5110,870,179,315,14785
804,4608,899,893,14786
10,2523,8366,1303,14787
3388,3767,1795,1792,14788
222,3555,1907,1508,14789
242,2949,1906,86,14790
594,68446,2101,3996,14791
362,2271,576,273,14792
888,8437,1719,830,14793
6,98,127,129,14794
479,117,97,105,14795
34,558,952,675,14796
18454,86,101,1479,14797
1468,358,282,892,14798
147,4385,879,1079,14799
1147,2095,928,1448,14800
82,1310,388,402,14801
213,5489,2205,1596,14802
301,1622,1336,270,14803
3986,2553,4218,825,14804
240,247,1939,1717,14805
901,5302,778,543,14806
826,2240,1741,1283,14807
5276,960,774,432,14808
1235,1282,681,97,14809
102,1421,313,278,14810
407,274,1925,352,14811
314,60,73,908,14812
16,19837,1187,5137,14813
112,586,293,60,14814
572,2052,1745,9977,14815
184,2811,903,233,14816
6,2811,903,233,14817
106,4439,744,224,14818
182,9813,1263,621,14819
28,1189,392,106,14820
2560,3296,2261,996,14821
76,478,398,834,14822
112,525,305,145,14823
13,1917,1336,454,14824
3,8343,1078,825,14825
1,902,649,922,14826
9,303,1514,1813,14827
16,8718,6172,376,14828
188,1538,1018,1237,14829
1889,2655,1217,497,14830
25,1343,58,83,14831
1612,608,275,65,14832
4147,3257,2322,1192,14833
394,1310,1692,1992,14834
174,1310,1692,1992,14835
69,1310,1692,1992,14836
548,195,147,209,14837
13219,625,212,1024,14838
4,2507,878,673,14839
160,1165,1732,282,14840
393,478,276,288,14841
5162,434,307,1041,14842
165,1578,1279,375,14843
7,2268,7992,831,14844
279,248,1471,171,14845
40,3371,1310.5,710,14846
537,3434,840,135,14847
23,476,3149,172,14848
395,605,201,414,14849
352,5467,2681,403,14850
123,578,263,218,14851
863,203,504,1191,14852
888,946,850,639,14853
37,1007,231,193,14854
4,2492,278,519,14855
359,4908,1129,216,14856
956,2044,1467,919,14857
28,221,792,102,14858
64,3679,470,727,14859
10,16959,2358,709,14860
427,364,254,309,14861
438,565,556,532,14862
603,1092,344,203,14863
885,630,551,161,14864
3176,5,91,968,14865
7035,3303,2155,582,14866
8,3884,1593,262,14867
273,914,184,439,14868
1075,1234,881,1139,14869
9,4348,53316,1154,14870
889,19,333,24,14871
24,285,289,136,14872
4079,6126,1648,1104,14873
11,526.5000000000005,374,279,14874
24,526.5000000000005,374,279,14875
4514,1787,225,173,14876
69,152,191,535,14877
206,8582,878,409,14878
708,1890,1708,728,14879
26530,7276,1864,4895,14880
187,7276,1864,4895,14881
560,2051,495,503,14882
7,2051,495,503,14883
36,198,137,39,14884
11,243,284,108,14885
959,530,471,750,14886
368,1885,355,508,14887
3094,4474,567,591,14888
19434,2,258,1578,14889
187,2657,586,499,14890
22,2363,246,72,14891
359,75,947,75,14892
164,25,313,218,14893
68,2563,2498,1623,14894
1190,3345,728,412,14895
40,930,580,489,14896
1252,3061,863,676,14897
1631,21,482,250,14898
20,952,4327,314,14899
57,544,4392,839,14900
30,351,72,138,14901
2754,7930,3000,1045,14902
192,42,97,67,14903
4,42,97,67,14904
442,2585,2274,2650,14905
50,403,160,174,14906
41,999,965,344,14907
637,952,577,264,14908
40,121,81,124,14909
3,2294,1404,2944,14910
23,133,415,153,14911
232,132,1647,200,14912
15,12327,207,364,14913
156,10850,1287,149,14914
53,778,662,193,14915
299,434,265,256,14916
5,2628,215,309,14917
2,2628,215,309,14918
200,7469,1635,1587,14919
95,105,13,110,14920
2678,8956,530,348,14921
11,327,1556,530,14922
1,327,1556,530,14923
322,1211,81,331,14924
22,3061,8427,3219,14925
340,2568,122,90,14926
10,219,1520,156,14927
5313,1996,2460,1822,14928
82,1007,459,197,14929
2696,435,1141,43,14930
2502,1244,1061,1479,14931
627,14,350,137,14932
834,315,289,49,14933
2,5660,9424,707,14934
18,5125,759,266,14935
